Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,62.380001068115234,64.12999725341797,62.20000076293945,63.75,41.184993743896484,8652700
2009-01-05,63.2599983215332,63.84000015258789,62.88999938964844,63.560001373291016,41.062259674072266,7692900
2009-01-06,63.9900016784668,64.45999908447266,61.83000183105469,62.13999938964844,40.14488220214844,10855700
2009-01-07,61.93000030517578,62.56999969482422,60.84000015258789,61.2400016784668,39.56344223022461,7910400
2009-01-08,60.83000183105469,60.83000183105469,59.70000076293945,60.52000045776367,39.098297119140625,9382300
2009-01-09,60.709999084472656,60.95000076293945,59.849998474121094,60.06999969482422,38.807579040527344,7150700
2009-01-12,60.099998474121094,61.22999954223633,59.75,60.15999984741211,38.86572265625,8682900
2009-01-13,60.310001373291016,60.79999923706055,58.81999969482422,59.31999969482422,38.323055267333984,9082600
2009-01-14,58.5099983215332,58.619998931884766,56.40999984741211,57.33000183105469,37.03743362426758,15340200
2009-01-15,57.20000076293945,58.59000015258789,56.54999923706055,57.97999954223633,37.45736312866211,12166300
2009-01-16,58.7400016784668,59.97999954223633,58.540000915527344,59.66999816894531,38.549163818359375,12445800
2009-01-20,59.59000015258789,59.79999923706055,56.90999984741211,57.06999969482422,36.869468688964844,11930300
2009-01-21,57.97999954223633,58.939998626708984,57.15999984741211,58.70000076293945,37.92250061035156,10261400
2009-01-22,58.06999969482422,59.470001220703125,57.689998626708984,58.720001220703125,37.9354248046875,10969400
2009-01-23,57.2400016784668,58.720001220703125,56.75,58.02000045776367,37.48320007324219,10266100
2009-01-26,57.22999954223633,58.66999816894531,56.45000076293945,58.400001525878906,37.72869873046875,14106700
2009-01-27,58.79999923706055,59.220001220703125,58.29999923706055,58.52000045776367,37.80621337890625,9992800
2009-01-28,59.70000076293945,59.70000076293945,58.310001373291016,59.20000076293945,38.24552917480469,11110700
2009-01-29,58.779998779296875,59.060001373291016,58.02000045776367,58.13999938964844,37.560726165771484,9559400
2009-01-30,58.5,58.72999954223633,57.369998931884766,58.02000045776367,37.48320007324219,9660800
2009-02-02,57.619998931884766,58.439998626708984,57.45000076293945,57.900001525878906,37.40568161010742,7652100
2009-02-03,58.290000915527344,59.150001525878906,57.189998626708984,58.880001068115234,38.03879928588867,8104300
2009-02-04,59.16999816894531,59.77000045776367,57.5,57.86000061035156,37.37983322143555,9266600
2009-02-05,57.5,58.58000183105469,57.06999969482422,58.36000061035156,37.702850341796875,11066500
2009-02-06,58.119998931884766,59.33000183105469,58.119998931884766,58.459999084472656,37.76746368408203,10788700
2009-02-09,59.029998779296875,59.43000030517578,58.04999923706055,59.02000045776367,38.12924575805664,12359600
2009-02-10,59.0,59.02000045776367,56.880001068115234,57.279998779296875,37.005130767822266,13322500
2009-02-11,57.4900016784668,57.849998474121094,56.630001068115234,57.08000183105469,36.87593078613281,9579700
2009-02-12,56.790000915527344,57.04999923706055,55.630001068115234,56.959999084472656,36.798397064208984,12798000
2009-02-13,57.060001373291016,57.59000015258789,56.689998626708984,56.810001373291016,36.70149230957031,6976700
2009-02-17,55.900001525878906,56.40999984741211,55.2599983215332,55.68000030517578,35.97147750854492,9744100
2009-02-18,56.0,56.560001373291016,55.54999923706055,56.40999984741211,36.44307327270508,9489500
2009-02-19,55.91999816894531,57.11000061035156,55.310001373291016,55.310001373291016,35.7324333190918,9524500
2009-02-20,54.880001068115234,55.22999954223633,54.04999923706055,54.56999969482422,35.25436782836914,13541100
2009-02-23,54.75,55.38999938964844,53.689998626708984,53.869998931884766,34.80213928222656,10856700
2009-02-24,54.220001220703125,54.939998626708984,53.91999816894531,54.7599983215332,35.377105712890625,10903500
2009-02-25,54.400001525878906,55.150001525878906,53.91999816894531,54.290000915527344,35.07347106933594,11531100
2009-02-26,54.52000045776367,54.689998626708984,52.060001373291016,52.20000076293945,34.036712646484375,10170800
2009-02-27,51.56999969482422,52.91999816894531,51.5,52.25,34.06931686401367,13381500
2009-03-02,51.79999923706055,52.630001068115234,51.279998779296875,51.849998474121094,33.808494567871094,13245200
2009-03-03,52.13999938964844,53.56999969482422,52.13999938964844,52.43000030517578,34.18669509887695,14878300
2009-03-04,53.099998474121094,53.70000076293945,52.290000915527344,53.150001525878906,34.65616989135742,11618400
2009-03-05,52.36000061035156,52.5,50.439998626708984,50.86000061035156,33.16298294067383,15550300
2009-03-06,51.2400016784668,52.189998626708984,50.900001525878906,52.119998931884766,33.98456573486328,18185800
2009-03-09,51.689998626708984,53.459999084472656,51.310001373291016,52.31999969482422,34.11497116088867,17924500
2009-03-10,52.83000183105469,53.5,52.06999969482422,52.599998474121094,34.29753875732422,17334300
2009-03-11,52.5099983215332,52.939998626708984,50.689998626708984,51.029998779296875,33.273834228515625,16622700
2009-03-12,51.38999938964844,52.43000030517578,50.5099983215332,52.16999816894531,34.017154693603516,15302200
2009-03-13,52.66999816894531,52.970001220703125,51.869998931884766,52.380001068115234,34.15408706665039,11354900
2009-03-16,52.650001525878906,52.93000030517578,51.54999923706055,51.689998626708984,33.704185485839844,9883400
2009-03-17,51.70000076293945,53.70000076293945,51.36000061035156,53.63999938964844,34.97566223144531,13657500
2009-03-18,53.439998626708984,55.54999923706055,53.41999816894531,55.41999816894531,36.13630294799805,12896800
2009-03-19,55.58000183105469,55.84000015258789,54.29999923706055,54.709999084472656,35.67335891723633,10356000
2009-03-20,54.47999954223633,55.22999954223633,52.939998626708984,53.20000076293945,34.68876647949219,13789400
2009-03-23,53.970001220703125,55.16999816894531,53.099998474121094,55.15999984741211,35.96678161621094,10846700
2009-03-24,55.0,55.0,53.380001068115234,53.560001373291016,34.923500061035156,9836100
2009-03-25,54.060001373291016,55.040000915527344,53.25,55.0099983215332,35.868961334228516,10880900
2009-03-26,55.4900016784668,56.09000015258789,54.779998779296875,56.060001373291016,36.55362319946289,11095700
2009-03-27,55.459999084472656,55.900001525878906,54.84000015258789,55.0099983215332,35.868961334228516,6636500
2009-03-30,54.0,54.16999816894531,53.029998779296875,53.91999816894531,35.15823745727539,8702800
2009-03-31,54.29999923706055,55.349998474121094,54.27000045776367,54.56999969482422,35.58207321166992,9044500
2009-04-01,54.29999923706055,55.33000183105469,53.869998931884766,55.2400016784668,36.01893997192383,8279200
2009-04-02,55.939998626708984,57.060001373291016,55.630001068115234,56.349998474121094,36.742706298828125,8797600
2009-04-03,56.20000076293945,56.63999938964844,55.560001373291016,56.63999938964844,36.93178939819336,7175700
2009-04-06,56.470001220703125,56.61000061035156,55.599998474121094,55.939998626708984,36.475372314453125,6494800
2009-04-07,55.63999938964844,55.77000045776367,54.599998474121094,55.400001525878906,36.12327194213867,7128900
2009-04-08,55.459999084472656,55.83000183105469,55.04999923706055,55.560001373291016,36.22758102416992,5825800
2009-04-09,56.290000915527344,57.27000045776367,56.15999984741211,56.66999816894531,36.95136260986328,7291800
2009-04-13,56.34000015258789,56.65999984741211,55.900001525878906,56.11000061035156,36.586212158203125,5506400
2009-04-14,55.79999923706055,55.900001525878906,54.52000045776367,54.81999969482422,35.745079040527344,8601200
2009-04-15,54.04999923706055,54.18000030517578,53.029998779296875,53.95000076293945,35.17778396606445,12180300
2009-04-16,54.150001525878906,54.849998474121094,53.79999923706055,54.70000076293945,35.66682815551758,8563500
2009-04-17,55.09000015258789,56.40999984741211,54.79999923706055,56.09000015258789,36.573177337646484,11687400
2009-04-20,55.5099983215332,55.790000915527344,55.13999938964844,55.33000183105469,36.07762908935547,7181800
2009-04-21,55.54999923706055,56.150001525878906,54.95000076293945,55.630001068115234,36.27323532104492,8925900
2009-04-22,55.779998779296875,56.5099983215332,54.20000076293945,54.25,35.373416900634766,12701000
2009-04-23,54.75,55.5,54.0099983215332,55.29999923706055,36.05805969238281,9877400
2009-04-24,55.16999816894531,55.45000076293945,54.04999923706055,54.310001373291016,35.412540435791016,9941100
2009-04-27,53.900001525878906,54.88999938964844,53.77000045776367,54.4900016784668,35.529903411865234,8146900
2009-04-28,54.04999923706055,55.33000183105469,54.0,54.529998779296875,35.55598831176758,7438000
2009-04-29,55.09000015258789,55.18000030517578,54.20000076293945,54.40999984741211,35.47773742675781,8888000
2009-04-30,54.709999084472656,55.2400016784668,53.099998474121094,53.290000915527344,34.7474479675293,11167400
2009-05-01,53.209999084472656,53.209999084472656,51.7599983215332,52.400001525878906,34.16714096069336,11163900
2009-05-04,52.88999938964844,53.970001220703125,52.5,52.77000045776367,34.40837478637695,12988600
2009-05-05,53.0,53.650001525878906,52.970001220703125,53.15999984741211,34.66268539428711,12381900
2009-05-06,53.54999923706055,54.599998474121094,53.38999938964844,53.689998626708984,35.008270263671875,12329300
2009-05-07,54.02000045776367,54.369998931884766,52.939998626708984,53.38999938964844,34.81266784667969,11227100
2009-05-08,55.099998474121094,55.45000076293945,54.5099983215332,54.91999816894531,35.81029510498047,13643700
2009-05-11,54.83000183105469,54.83000183105469,54.040000915527344,54.400001525878906,35.47123336791992,9664600
2009-05-12,54.7400016784668,54.810001373291016,53.25,53.970001220703125,35.19084548950195,8466800
2009-05-13,53.52000045776367,53.91999816894531,53.13999938964844,53.4900016784668,34.877872467041016,8666900
2009-05-14,53.36000061035156,54.119998931884766,53.2400016784668,53.56999969482422,34.93002700805664,8224700
2009-05-15,53.470001220703125,54.540000915527344,53.040000915527344,53.459999084472656,34.85829544067383,8267800
2009-05-18,53.5099983215332,54.27000045776367,53.040000915527344,54.20000076293945,35.34081268310547,8250700
2009-05-19,54.34000015258789,54.459999084472656,53.720001220703125,53.869998931884766,35.12563705444336,6328800
2009-05-20,55.18000030517578,57.0,55.02000045776367,56.25,36.67750930786133,15246900
2009-05-21,55.68000030517578,56.25,55.220001220703125,55.689998626708984,36.31235885620117,10264600
2009-05-22,55.91999816894531,57.689998626708984,55.689998626708984,57.08000183105469,37.21870422363281,10726600
2009-05-26,56.970001220703125,58.91999816894531,56.779998779296875,58.84000015258789,38.366310119628906,12256200
2009-05-27,58.68000030517578,58.95000076293945,57.77000045776367,57.81999969482422,37.70121765136719,10434900
2009-05-28,57.88999938964844,58.599998474121094,57.400001525878906,58.130001068115234,37.903350830078125,8402400
2009-05-29,58.279998779296875,59.029998779296875,57.689998626708984,58.9900016784668,38.464107513427734,8060100
2009-06-01,59.18000030517578,59.9900016784668,58.91999816894531,59.849998474121094,39.02486038208008,7746100
2009-06-02,59.56999969482422,60.77000045776367,59.47999954223633,60.380001068115234,39.37045669555664,9332000
2009-06-03,59.849998474121094,61.0099983215332,59.75,60.9900016784668,39.76820755004883,10424500
2009-06-04,60.650001525878906,60.650001525878906,59.79999923706055,60.2400016784668,39.60382843017578,10236900
2009-06-05,60.400001525878906,60.4900016784668,59.349998474121094,59.869998931884766,39.36058044433594,10285700
2009-06-08,58.58000183105469,59.18000030517578,57.75,58.720001220703125,38.60454177856445,14756100
2009-06-09,59.02000045776367,59.54999923706055,58.75,59.08000183105469,38.84122848510742,7947200
2009-06-10,59.599998474121094,59.619998931884766,57.869998931884766,58.36000061035156,38.367855072021484,9999800
2009-06-11,58.31999969482422,58.709999084472656,57.630001068115234,57.66999816894531,37.91423034667969,9316200
2009-06-12,57.720001220703125,58.47999954223633,57.5,58.36000061035156,38.367855072021484,7063000
2009-06-15,58.099998474121094,58.150001525878906,57.2400016784668,57.779998779296875,37.986549377441406,7538200
2009-06-16,57.90999984741211,57.90999984741211,56.81999969482422,57.06999969482422,37.51976776123047,8714200
2009-06-17,57.209999084472656,58.119998931884766,57.209999084472656,57.369998931884766,37.71699142456055,7216600
2009-06-18,57.54999923706055,58.81999969482422,57.209999084472656,58.15999984741211,38.23637390136719,6944300
2009-06-19,58.40999984741211,58.83000183105469,58.0,58.16999816894531,38.24293518066406,9602400
2009-06-22,57.79999923706055,58.02000045776367,57.130001068115234,57.20000076293945,37.60523223876953,7651100
2009-06-23,57.540000915527344,57.61000061035156,56.63999938964844,56.7599983215332,37.31596374511719,7329300
2009-06-24,57.06999969482422,57.099998474121094,56.040000915527344,56.29999923706055,37.0135498046875,7297500
2009-06-25,56.209999084472656,57.70000076293945,56.150001525878906,57.459999084472656,37.77617263793945,7841400
2009-06-26,57.38999938964844,57.400001525878906,56.75,57.0,37.4737434387207,8195100
2009-06-29,57.189998626708984,57.349998474121094,56.599998474121094,57.22999954223633,37.62497329711914,6641600
2009-06-30,57.29999923706055,58.13999938964844,57.209999084472656,57.4900016784668,37.79587936401367,7334500
2009-07-01,57.650001525878906,58.54999923706055,57.650001525878906,58.220001220703125,38.275821685791016,5733500
2009-07-02,57.689998626708984,57.83000183105469,57.25,57.45000076293945,37.76959991455078,6970800
2009-07-06,57.08000183105469,58.2400016784668,56.79999923706055,57.9900016784668,38.12460708618164,7533100
2009-07-07,58.0,58.0,56.75,56.79999923706055,37.34225845336914,8192600
2009-07-08,57.099998474121094,57.189998626708984,56.439998626708984,57.040000915527344,37.50005340576172,10771500
2009-07-09,57.25,57.290000915527344,56.279998779296875,56.77000045776367,37.322547912597656,7793600
2009-07-10,56.560001373291016,57.720001220703125,56.560001373291016,57.04999923706055,37.50661849975586,6739400
2009-07-13,57.06999969482422,57.529998779296875,56.560001373291016,57.27000045776367,37.6512565612793,7057400
2009-07-14,57.2400016784668,57.52000045776367,56.86000061035156,57.459999084472656,37.77617263793945,6670400
2009-07-15,57.47999954223633,57.4900016784668,56.709999084472656,57.08000183105469,37.526344299316406,11899500
